0,1,2,3,4,5,6,7,8,9,10
3902,1033,10008,19112,11120,1282,16870,13161,21787,4182,17033
6065,12430,6577,8145,21764,21276,10583,7512,21725,7719,22393
14321,16545,22587,19324,19632,6628,12423,22655,3896,16589,19974
20796,7268,19423,3977,1678,3978,9351,3744,2761,17609,17000
13355,6455,12706,13068,2479,6997,19242,12695,3440,3082,1416
13997,4719,1737,8973,1691,3149,14601,7447,11571,22441,8502
7949,2290,6072,14535,6674,1705,570,1151,12899,11468,2061
19355,22762,14821,847,3335,12130,3606,17486,10842,9541,19563
16726,18563,18899,367,1908,17505,1914,22866,13213,1555,5293
5678,14628,2975,2861,20625,20233,17637,12469,15967,6899,6501
7178,3665,7482,20833,12997,10478,12527,1483,9718,5856,15042
17639,3524,11616,14414,19208,8244,16285,162,19529,7713,9131
12532,12430,22393,6577,8145,6065,19344,21764,22568,20944,7512
15985,8375,19906,11546,1428,12590,4834,5593,16579,12825,21554
18969,22716,4985,22398,15826,2507,2433,17369,5817,7187,4000
11491,8760,6552,924,3488,12705,10426,16057,21146,4012,3235
14321,3816,22655,3896,16545,22587,19390,7046,22400,8912,19632
9032,5569,15954,10036,13131,20680,886,21311,4333,14339,16957
19424,15283,10828,19440,14877,9040,23115,2743,22104,18383,1512
18940,16928,7445,20892,22804,3033,21178,15808,5243,10163,5863
16954,19276,13394,9785,9455,10132,21573,21558,19729,20203,10878
12724,18022,2468,1963,6345,7393,13380,1388,4604,4922,592
15661,21149,22987,21254,10321,14267,3321,17817,20789,16315,2938
22546,10241,9139,2869,7746,11011,11633,6093,22621,15538,8575
14410,8784,1686,5287,4971,3342,16309,1051,8676,18015,7478
21936,9972,10363,4714,22615,4136,6806,17078,18968,4250,273
11031,5423,15820,9201,23145,16458,17775,14092,947,3921,12995
1858,2180,11032,15625,4918,16464,10157,21433,5055,53,13282
3144,6939,13796,5776,8167,13904,20501,13017,9572,2664,7278
1137,11069,5006,22183,14346,18871,17356,21027,20836,15456,363
950,14674,14590,1599,19816,10450,14129,9201,8226,23145,15820
5908,22000,4560,4840,2918,3463,5403,20532,52,226,20759
2551,22861,15300,17629,10862,17766,6842,12102,22525,11142,4632
20624,15336,6028,11957,13833,8038,17598,13144,9924,12109,2488
10866,10116,14927,22672,9413,22962,8582,11365,10198,4235,19738
3543,15893,1677,5059,6809,12,4482,2960,4349,657,18985
9225,10299,1046,8266,17219,5267,20986,14631,14317,18122,4151
20684,12706,18597,20194,3082,76,13068,7902,19242,9177,1416
4997,22833,11813,13747,18232,2571,7422,11000,18569,9958,7496
65,17986,15428,5314,14364,9270,7781,15891,21485,2876,2895
22447,8741,140,18216,14974,1534,1172,18703,16275,7489,9628
20603,11851,2141,21501,10142,14172,13219,13303,12740,16413,21909
1256,10308,3125,1960,1781,21115,15466,16676,8646,17618,17272
13648,4209,8733,20098,6162,5253,13877,15614,7907,19432,16030
16844,15676,6334,23019,22820,2113,4249,21381,21640,14643,2792
19512,844,3369,21406,16689,10144,2748,539,5416,20224,4468
9544,6709,280,14,17080,2988,7588,4319,22816,9236,6996
21213,19932,12283,713,21957,6497,13415,18714,11917,2060,3592
19428,2892,17688,11893,5336,7558,7606,13352,22757,20752,5745
4804,19975,15016,15895,9015,20911,18788,21401,14150,5821,16087
2543,14158,10866,14927,9413,22962,10116,18181,22672,10198,11365
20089,5992,11113,18336,23099,9278,20263,7900,4096,1891,15650
6222,21780,8335,15069,8052,5986,8252,4272,5452,17374,21237
10292,18889,15433,7996,11373,2781,9054,22449,4361,2612,10508
1325,3460,2621,3909,19233,12621,21914,13590,6273,1442,20115
17293,14077,10133,7355,16667,5151,16387,21906,21462,23077,11734
9032,15954,886,5569,20680,10036,13131,18164,21311,16957,14339
17448,270,9636,17578,19980,484,20082,12943,1181,19827,19352
12929,8651,22917,11233,6776,23084,3823,1148,13149,922,16239
21528,14450,8414,17774,9952,23027,3739,14481,1140,22747,8838
21264,4547,684,2531,2249,7027,1197,15774,13764,17150,12637
20638,7952,15193,17682,7282,11657,15634,5160,103,2688,14178
11620,22171,2959,9430,2491,20031,9021,11883,19733,21781,1765
14628,16775,20233,4158,18794,2861,22169,5678,2975,6501,1789
9286,9451,6220,17297,18710,2978,10684,19372,2627,19170,6392
6018,9595,8068,13514,22061,13772,9796,22452,10988,19471,6941
14228,9566,7253,9901,11695,1999,21340,3322,13192,12209,9684
12023,18954,4770,15115,6607,8348,20085,17406,498,7314,8364
22040,22814,2586,18364,21034,11690,15348,3567,14904,17930,16527
18703,22447,14974,1534,7489,1172,3610,16275,388,2035,14290
13507,19836,8693,6536,3122,6107,10099,14363,20928,11394,9027
1079,15847,18001,10477,12611,15241,2432,17113,19406,15799,10280
12552,2516,7090,15325,11701,12171,1627,22118,13320,8345,12558
16006,15037,15010,6563,16362,11840,11889,23179,10289,22923,10012
18865,8002,10425,19852,2387,12619,19661,21268,3901,15503,5015
8181,4766,16452,10481,16311,8326,15798,18455,2514,22187,12772
18110,9286,4367,2627,9451,2978,6220,17297,18211,2973,19372
23228,19412,20225,8286,8433,3066,8709,17268,12829,14120,15861
3713,10447,8532,2250,11154,16609,17777,19179,14526,23118,3778
3127,15441,10436,1325,3909,12478,22527,2621,8876,18545,21914
4182,13115,12056,13695,2466,11428,17033,3902,17048,4476,10008
8156,13360,1341,18480,18927,9487,18493,6795,7189,3656,10689
2764,1164,8561,6269,6088,10156,14995,19078,16349,743,12202
3868,5475,2885,1593,22749,12279,6897,1040,12094,7667,1700
1266,4268,5260,21704,2261,22718,6094,12778,9781,17810,16240
2571,18569,22833,11813,4997,13747,7496,7422,11000,9958,16595
3706,12282,3097,9795,18941,6867,8251,13300,839,8193,18958
18986,19645,10261,13235,21148,23000,1779,15351,6702,20518,1674
21798,19148,5490,155,22039,6945,7654,8894,12736,21429,9823
11757,9684,9901,9397,12209,20895,7253,9566,13192,10723,11695
20680,15954,16957,14339,13131,886,21311,11479,4333,9032,13448
23027,9952,21295,4633,8414,5858,21536,14481,10720,3670,19410
9941,12501,17785,14717,18641,5477,22417,6185,22598,803,6434
18664,7119,8282,20970,19287,9464,14910,3785,18016,7613,13608
9183,16538,4310,20338,6356,11305,21801,19532,19811,800,1466
21897,20549,513,8349,339,6057,2697,2075,8509,14569,14771
20012,2061,6033,1151,1603,17172,570,6674,4031,5786,8605
15372,5255,14635,13299,21629,17984,20784,11148,13630,8152,13573
10435,1244,12570,9443,20399,16447,9352,14137,1866,19883,1928
7143,13843,11676,558,22349,7954,18283,20204,20102,22978,10336
14968,15330,10418,16476,18065,5648,22544,12274,16263,6039,22720
7611,5884,21050,11167,20975,6090,3135,2441,2040,23018,7695
6028,20936,11422,11957,17598,2488,13833,13202,21215,19368,9924
3823,8651,1148,11233,19514,12041,658,23084,5305,13305,19734
18930,10186,19836,18527,8693,9027,3122,2724,6267,1294,12958
7743,14659,11859,20940,3371,13183,4242,12714,1473,6016,17980
4960,15811,1127,22608,3194,20956,141,20346,20403,11449,14710
8280,1084,5815,18882,17800,16160,1355,7121,12120,17404,2335
18954,12023,8348,15115,1126,20085,498,7314,6607,2358,4770
9352,10435,2954,20399,16447,1244,19883,12570,9443,2239,1866
21299,9874,18862,15337,18392,9925,7877,16895,19124,6830,2819
13895,16311,10481,2216,4623,2293,8181,16452,18718,12398,12772
14317,17219,9225,8266,14631,5267,20986,12353,2868,9809,1184
19593,14628,6501,8544,19144,6481,3173,20625,13991,10488,20233
1790,2340,6692,19454,17044,22358,4178,7474,8504,7528,6390
4221,21023,2917,4142,7011,7520,21118,15153,8507,6534,9700
6487,13288,3342,1686,19278,1051,15792,22154,18342,15528,8674
19223,5226,15131,5521,2172,17372,10704,14309,5691,4406,3790
19346,13251,8178,12528,5699,3503,4167,2028,11593,22471,21717
677,3884,13690,10466,8610,18334,17757,1016,16491,3487,10276
5290,4708,17463,9854,12722,18141,12572,12017,3622,16193,12967
11150,3922,2825,20237,8785,17489,5703,12504,17214,6652,23038
19121,12869,576,6105,12571,17937,15394,20521,4986,17277,18742
582,17923,3449,6398,15476,21336,17844,789,22722,9222,14054
22447,18216,19702,1534,1172,14974,8882,3610,16275,19264,2842
1171,21583,11597,16112,20396,6557,10824,10199,20145,4796,8328
20896,457,21523,22966,9166,16777,6407,21876,7644,6381,20693
4802,11740,20207,7217,15904,5187,19744,15561,16920,20586,4477
22877,10770,17009,2653,7126,4625,21977,15619,12210,21741,20313
11318,9136,1470,13373,5836,10374,18836,2460,21974,19261,13493
934,6846,4818,15335,11260,898,20504,12716,14476,2681,7250
18034,2884,14683,20017,16876,3495,17977,2096,2214,16730,21545
700,3537,19492,20982,14783,2415,18506,6694,5477,4961,11453
6679,7598,12580,19025,19272,16088,19119,20963,574,21948,10979
1076,4830,10780,4682,3589,9860,11819,17459,13607,9361,13560
12229,6083,11898,437,21545,1809,12727,3495,20175,9201,17977
7143,18246,13843,558,22349,21070,7954,22329,11676,687,20204
18633,12723,19084,8199,18287,3513,10932,16318,5489,19368,15883
14048,1894,6624,1889,7829,16862,9383,9739,14124,7536,6144
1758,21053,3504,13808,8425,2335,15155,614,3690,7824,15530
13219,19483,21501,14172,20603,16700,2141,1059,18516,10142,12740
23027,8414,6141,14481,9952,7258,10720,17774,14201,14597,15048
17209,12724,16277,2273,10486,4922,20040,7393,2468,9060,7401
21069,19509,7364,10195,8261,5489,10541,22759,17361,11135,22085
6444,16324,6614,7664,18051,17141,3921,14565,17047,5409,12296
5941,1627,1933,2784,15325,8345,9488,2645,20788,12171,7438
13315,20361,1758,8425,13521,21053,13808,18286,15155,22584,3504
18833,2574,4091,7951,2709,20167,8319,15379,20981,7685,7298
8433,3066,13467,8286,8709,4362,925,12829,8923,20368,10695
13964,6577,15488,16268,2704,7980,16007,6065,3259,12430,7719
17028,21646,15453,303,62,669,11371,21196,9018,2322,13206
17836,9130,2974,2797,23157,8204,12573,4698,8736,34,11473
8190,7085,14013,13634,12390,1873,3798,22857,9644,20254,20066
21822,9029,21225,13229,1189,18655,20845,18792,5549,15252,5801
8716,21310,576,14480,3572,17937,8456,20521,18442,12869,2542
1456,21679,15173,19952,16562,16124,5671,9445,2737,15975,4047
5345,20391,7929,17221,17698,7581,23180,2780,22021,1307,10541
14872,16090,12983,21941,14171,6159,7851,3783,3903,22911,10930
11695,9901,3322,18419,19396,7253,3682,9275,21340,15455,12209
12740,1724,14172,14441,13219,11851,19135,10142,3357,9727,21909
4776,16330,19096,6007,4074,13522,3340,21598,7722,17100,956
9782,19276,20203,21863,9785,9455,6845,10132,21573,17381,8347
12454,22648,15820,13472,12763,15324,11648,7886,15005,5613,16157
17126,17714,20780,2897,4243,13418,22709,16980,1562,4800,10927
10133,11682,21906,5151,17293,17917,7355,16667,6951,21462,14077
12763,13472,11648,1284,22688,7886,12454,15005,5613,10330,2920
9040,18383,14877,2743,415,4197,22104,11576,16119,9875,15699
14386,17764,16994,1921,5461,1845,5514,9843,4223,20785,10520
2061,5786,4253,4031,1409,6033,6674,570,1151,1357,4287
16950,1436,10769,17545,16514,15820,23145,1238,13726,9309,12228
6872,9544,280,14666,14,6659,6709,8419,17813,5181,7588
10726,14324,12228,19449,5693,16888,17132,9974,12116,16290,12759
1088,7820,16943,2464,10709,5168,22487,19186,21715,8929,2317
6216,9810,172,12219,6036,5511,6834,7772,3992,9017,13591
19564,705,4314,17068,2683,16269,3227,12470,8516,14069,3083
7027,21264,2531,2249,13764,4547,684,16406,15774,18207,1197
8676,3514,6925,7117,22271,8784,1686,18082,8429,15787,3342
3714,9363,14611,18546,2234,14833,15740,22753,4355,15545,19405
8294,13527,22205,6958,7875,21100,21139,13570,1511,17786,3147
7522,9197,17640,10252,11604,2996,3286,10760,5143,11354,17430
6762,8089,16104,14017,22337,16696,17948,20603,10027,3513,11957
7075,21555,12354,15007,22001,10587,20703,17617,8413,20359,17289
8658,6044,19735,1069,7219,6625,10227,4033,14647,3387,7652
6028,13833,21015,17598,11422,9924,8038,21215,11826,18601,1443
6757,981,14140,19847,10319,16445,5100,22256,622,15597,106
20115,3909,1325,10436,15441,2621,13590,1442,3127,14555,18545
12646,5308,4520,3755,13481,1151,22403,20050,6025,3255,4659
23082,2848,16165,5160,17682,20638,103,8778,15634,15193,14178
8264,20888,13171,22066,7370,3067,5763,7198,3499,9359,15277
20089,5992,11113,9278,10795,23099,1891,4345,7462,18198,18078
20089,5992,7900,23099,8621,12889,2451,11113,10795,18336,12927
19812,10567,13908,4727,19391,1551,2921,6817,11850,5998,8141
23081,13826,10458,4376,12443,21821,14239,8355,9200,9699,10526
10004,21555,12354,20703,18467,5095,17515,9289,7075,22001,12868
3579,13765,19947,11461,20823,21301,15009,1693,9164,3022,22180
3342,22154,10305,15528,1686,7478,12518,13258,5287,3155,189
13812,7928,5268,13633,7619,20760,8195,4304,19767,13306,4164
3565,7377,16461,696,3124,11825,17449,20909,10750,12699,1114
17264,10377,15069,6222,12815,4272,17374,21780,8252,5452,8335
2055,10872,9161,2298,7997,22151,9731,21744,13502,17878,8928
10418,5648,15330,14968,20056,6039,8166,21809,16263,16071,18065
1820,3470,4082,19547,18652,20764,23062,13408,19181,12758,13051
9085,12571,19121,17937,2542,15666,13977,16634,2881,7901,576
4272,6222,14001,12815,8335,15069,8252,8052,11204,5452,19743
11182,2825,6264,17489,20237,3922,8785,11150,5703,23038,12504
485,21945,10429,18933,8396,19636,12797,3788,21241,18670,5005
4320,90,6552,12705,19070,13431,10290,4012,16967,7417,4539
8718,11597,21583,16112,20396,3076,1171,20145,10824,4796,8409
2447,6679,19025,6827,16679,12580,19119,9876,21308,2000,7598
11318,13373,7555,15887,443,10374,9261,11322,16459,9136,20907
16227,19258,10157,1858,183,11032,1526,9449,15625,13282,4918
12209,9684,20217,11695,7253,13192,9901,10723,3322,11757,3519
3087,15953,6594,4755,8742,22914,2893,20068,17442,7251,1696
20940,9113,5753,13749,541,16409,17169,8331,9121,22601,10196
12706,13355,3082,11433,7902,19242,17595,2479,20883,4177,13068
11318,13373,9136,13493,11322,18276,10374,19261,4693,2460,22851
14728,2386,17726,5337,15350,12437,3577,13159,8564,17187,7582
2586,22040,15348,11690,3918,14904,16527,16289,3567,17930,6199
2751,15482,22848,11911,2742,18604,18080,12435,20710,13963,15386
16888,18876,12759,2605,20620,16092,15720,12228,16739,17132,1892
20433,13645,10030,1895,14119,22058,9116,8853,14430,474,3711
20200,18889,11373,15143,7940,7996,6651,4361,8044,15433,22449
20521,22005,1877,576,8958,18742,12869,12571,1602,18269,19121
3841,12555,14756,3229,7634,5352,10541,5489,20603,22542,3743
7769,20547,9914,10315,15880,18353,13958,260,16975,1192,4320
8782,9605,17669,9251,1869,21782,15247,15592,12566,5757,22266
14628,8544,3500,724,20989,20625,5156,20233,707,6501,6481
2944,8314,6797,11085,22250,2089,7066,16644,6840,3401,6871
19899,13540,15763,9285,1484,19808,6611,21396,20601,6789,10999
3212,4583,22415,2087,4747,2381,2673,2012,13810,9147,1310
11163,3553,946,5433,5872,16759,9779,20552,11094,22879,8813
8808,7850,20696,16617,19616,5445,14345,2901,1751,5698,5372
12108,4652,12388,9138,20055,21421,11471,14895,3526,7148,16872
12759,18876,2605,6861,16092,5587,9974,17132,19807,15720,16290
14321,16545,11135,22655,16224,19632,831,286,12423,3896,22587
22447,1172,14974,1534,7489,18216,18703,13186,16275,9628,2833
9040,2743,14877,23042,22104,4197,7822,9176,18313,23115,11719
22001,7075,21555,12354,19507,4325,5095,20703,10004,17617,3557
17760,18029,9442,16876,3495,9201,12541,17977,21545,13917,15292
17880,6395,3219,7934,16374,22796,17183,612,18791,20673,327
19242,6455,6997,4251,13355,20883,12706,11433,12695,13068,4177
19036,3120,2618,19908,17833,10247,6262,2056,6696,14475,3084
3342,3945,18342,2256,19278,14410,3155,8674,22154,5287,2164
16538,16469,800,21801,19811,1466,19532,22592,2044,9183,4449
1766,17682,20638,7282,15605,15193,2688,15634,103,9851,5160
21299,9874,1990,18862,9272,19124,17399,2819,8302,16895,7877
2325,1855,12645,12544,7271,13780,16341,7716,7009,9811,765
4182,17033,3902,1220,13695,11428,4476,17048,10008,17238,21787
8667,17307,18410,16947,23051,7823,8153,19508,8121,3037,16578
4234,18555,22424,20033,19757,3541,21340,13018,22330,15377,13485
3012,11825,16461,696,10950,3124,10750,6372,21644,12699,20909
16352,9493,1476,17754,1412,17990,6443,7729,10634,10898,2888
4398,22114,15838,2280,1098,20744,14675,17696,11467,16510,16675
1535,11175,3153,11262,13551,18416,16734,398,11127,12627,2989
18698,11867,17498,6478,8414,9952,23027,17774,14481,6141,22747
19605,6800,6913,17923,375,15602,3449,3924,16830,22722,582
5651,18137,6679,7490,413,7293,1108,15872,14489,5538,10493
8600,8820,13933,8180,12936,2611,4192,15359,11935,23109,8994
18876,2605,9974,3566,13571,21517,6861,12116,18476,16739,16290
5908,3463,4560,7725,20132,4147,21089,52,5403,7080,17550
22677,21958,22987,21254,18169,20789,14267,21149,1328,17817,22817
21650,5349,13165,2999,9802,10460,22011,9242,4753,5489,2415
22482,8381,12127,4331,10561,12958,8693,7994,15815,44,18930
8667,17307,23051,18395,16947,7823,8153,19508,3037,8121,16578
6424,3793,6393,13691,10652,14725,20186,16515,18671,6130,5681
11530,4457,14939,15258,1117,4356,1993,8803,9993,11332,22304
4961,4198,3342,19278,7478,22154,15528,5287,8784,2482,2415
13840,6007,21598,16330,3340,11622,19096,16483,17100,13522,18307
21555,12354,18340,10004,18467,10054,7075,5095,22001,20703,5930
3153,1535,11175,11127,13551,2025,11262,2989,398,12627,444
10287,315,14615,6514,15784,14289,15733,9682,6525,5210,16964
11000,4997,7422,11813,18569,22833,9958,13747,7496,6554,1048
11695,9901,6880,13976,7253,1999,21340,9275,13192,22947,15317
5215,23211,11817,5044,8868,1893,6476,18891,15314,3985,21732
9345,17084,1151,3540,11468,11561,570,6247,5786,1357,20300
4016,2831,21828,7419,13170,12020,10380,18506,8610,9183,2415
17172,4329,9523,14584,12300,4659,5090,7949,15276,5116,11561
17448,19980,484,1181,12943,17578,9636,270,11342,11848,19790
6307,18886,16129,16288,18857,18132,16638,3226,20220,17596,22502
16966,2653,19885,5343,10067,17009,15619,7126,10600,12483,2510
10142,2141,20603,16397,11851,9641,15072,21501,13219,12740,21909
11918,1707,17025,14369,14651,15984,14142,1390,19197,10780,21048
1695,22103,9430,2491,19720,20031,19733,9021,16581,11883,21781
19790,19560,19827,17578,9636,11848,12620,11991,6634,11248,19980
22658,18483,17828,4009,5386,14859,5430,4466,10448,9038,3161
9534,10707,8742,13152,4755,14033,7179,5024,20068,7251,3087
8356,10412,4625,2653,7126,19040,17009,15619,19885,18720,21977
1296,19119,8194,3608,21758,15542,12580,14696,18798,19025,12192
10807,8530,13142,19165,20954,13150,12923,6375,16098,20629,16690
20474,17907,5782,11692,17994,17616,18975,16246,477,18116,20941
3887,19998,15558,21641,12019,8829,15196,13682,15248,4036,21700
19527,20787,13552,13984,21158,13439,9234,10960,17017,965,8518
6269,8561,1164,10156,2764,6088,4282,18229,6145,14995,743
19079,1656,5116,5008,7779,1915,5948,5467,10986,5786,17172
5908,17862,4560,7725,2918,3463,52,17550,5403,226,20532
576,16292,17937,11229,20521,3492,12869,8579,8524,19121,2542
10542,10650,17140,5170,15312,12386,6744,7778,14553,15525,5743
9941,20516,14717,20375,803,10996,12501,6185,18641,6630,13783
4802,11740,20207,9316,7491,7217,5187,20586,7309,9452,12575
19330,10859,11501,8333,16145,16731,11940,20631,13987,9140,19276
4652,21421,12388,11471,14895,13923,21499,18031,7737,9138,12108
14594,3358,3745,7689,9930,12807,7780,14156,17935,9738,3966
7119,19287,20970,18016,18664,3785,9464,13608,8282,14910,16580
11356,9682,15733,10287,6525,5210,10160,15784,15844,14289,14615
2722,3416,6452,8351,10328,8939,19018,3964,21347,14425,10159
10814,15307,4012,12517,15393,22938,16967,6552,12705,12959,7417
12023,9555,18954,7314,11158,15115,1126,4163,6607,20085,8348
4920,7627,22734,15822,3461,7055,13944,21774,11293,1276,15229
8181,10481,2293,16452,19672,16311,8227,4766,5630,3288,22187
10953,19044,11203,16607,23160,11903,16407,22819,19004,21891,3729
3909,2746,1325,10436,2621,15441,9668,13590,18545,21914,19814
14508,20771,15273,5313,21670,13931,33,23187,20626,8597,7101
12958,8693,5598,6267,18494,18930,6438,8172,15815,19250,1294
14789,22068,17939,5194,10661,14963,727,17734,4370,6925,11135
5160,17682,20638,15634,8778,15193,14178,18120,11657,18123,1633
1423,865,10979,14840,19025,7598,5078,6679,3608,6170,22197
16739,2605,17132,9974,18876,16092,16290,13571,15720,8798,19807
21616,14406,10913,986,17219,9225,1184,8266,20986,2928,2868
14521,10011,785,15375,16558,19090,15583,17324,5563,12217,7345
15820,8324,11648,13472,15587,12763,1733,11865,16157,21067,3228
20703,21555,12354,10004,22001,7075,5095,5930,11710,17289,20359
6267,9027,15804,18527,15815,19836,3122,23203,7994,7263,8693
20914,462,22249,7162,20275,6066,22459,17997,6308,2346,7397
16264,8785,11150,20237,2825,14570,18513,6652,10256,5703,6516
10715,17561,5790,4070,18129,5269,20005,12489,6732,9431,22748
14662,16285,14414,14850,9131,11616,8244,17378,4542,22253,11827
16034,576,12571,12869,20521,19121,17277,15399,16634,17937,10003
17669,15247,9605,8782,9251,8680,21471,12566,1869,21782,18372
13777,15776,20539,2806,13733,21190,2837,16127,18642,2610,21142
18876,2605,16290,9974,21517,12228,6861,18717,12105,5587,17132
13357,14321,15519,11135,831,16224,22655,19632,16545,6414,6628
16740,17852,3791,12526,21928,20872,2631,3450,17647,8255,14348
1251,21871,17299,10157,15625,4918,11032,18174,13282,1858,11861
19234,17013,8156,13360,9543,20955,6795,14196,14395,7189,18927
10600,2653,21977,17009,7887,19901,15619,7126,12210,20313,21741
1689,9600,22437,9990,1349,11407,5489,18506,11135,23130,10541
4009,22658,5386,17828,14859,5430,3161,22490,10448,4466,9896
2515,10543,17141,16157,7886,12763,15005,13472,6075,19646,15820
19246,15676,16844,2792,19655,6334,4249,8700,21640,22820,19171
22391,16951,10509,1896,16511,22803,1160,11552,10712,18766,3482
6078,13034,2804,691,5968,3308,11875,2540,8547,12472,5886
22987,20511,17817,18169,21254,3507,14267,15961,22817,21149,16315
2626,961,14138,2457,9473,12285,5485,6238,22142,9128,13794
2751,16887,18636,13963,11911,8715,18604,18080,22848,2742,7718
10813,2093,22206,11634,10747,8528,12431,386,1454,16403,2490
16674,15975,15173,1456,4047,19952,21679,16124,1173,5732,5671
13360,483,561,18927,17013,7189,8156,10689,4614,9487,234
19836,12958,18527,8693,3122,6107,6536,2724,9027,44,20928
7075,21555,12354,8413,9065,22001,15318,17289,17617,11710,5095
10144,5227,844,3369,8095,134,5606,21250,7610,21406,17755
4197,14877,8596,9040,2743,22104,22511,428,1512,14700,18383
9901,11695,9684,3322,796,7253,14228,10723,12209,3682,1999
7232,12729,945,23044,769,17025,10125,5066,2303,1019,9282
696,3124,20909,16461,6372,1847,11825,15544,7377,10950,14062
23056,14385,12696,19578,6404,14154,957,14411,22555,3368,19358
10241,22546,9139,2869,7746,438,11011,22621,11633,6093,18658
22368,18988,14573,7263,20928,10186,6742,2724,21109,3056,10108
8651,3823,18205,23084,13149,16856,1148,11233,922,13305,13710
15169,21979,1312,14595,7084,22977,20048,1070,14435,16337,5219
7980,6878,21764,20141,21725,11261,6065,2523,12748,20520,21276
6679,18355,21565,16679,19025,574,7065,15872,3273,14175,6170
15054,16285,11827,14414,19703,11569,1628,7713,4109,162,1865
16617,19616,7850,5372,8808,18378,20696,16159,5698,5445,2901
21318,3496,18582,9511,20139,9841,2371,6512,16436,16657,15205
16163,17774,8414,4328,21536,15971,1229,19900,9952,16908,23027
19738,15573,14927,21890,10866,18556,11887,22672,9413,2270,4235
20237,8785,11150,10256,14570,23038,17214,5703,6652,2825,6516
23056,22555,3368,19578,12696,465,15687,19358,6293,4293,144
5992,20089,7900,22093,4345,12889,7129,4096,20263,10795,9829
13219,14172,18287,21501,12740,10142,1059,19483,11851,2141,14441
3519,9684,12209,9940,3322,7253,11695,9397,13192,9901,15455
3896,14321,16545,22587,19390,16589,22655,19632,286,12423,2315
6319,11792,13484,3641,20498,7347,5096,22603,10236,4915,21392
20932,4834,11546,3293,1428,23207,11989,13740,5593,3200,21554
20636,16178,15995,3930,21578,12000,10604,3853,14233,21432,22922
8943,23119,16077,2375,328,21357,16600,19425,10170,5524,10541
20914,7162,6308,22459,20363,22249,18469,7397,17997,3720,462
9575,4652,11471,21421,14396,9138,14956,12388,13923,12108,3526
14723,9780,15331,1669,15213,13019,210,18955,9152,1304,22519
9440,19836,23203,6267,18527,8693,10325,2724,18930,5598,9027
9027,3122,10108,8693,19836,6107,22,6944,4851,2724,23203
17345,247,16093,13311,6869,4446,491,12040,9110,8906,11731
10662,19332,7803,13656,13878,3305,21995,9619,2306,14474,8706
9834,21048,1390,20695,13511,1707,17025,18924,1076,14369,410
11166,9173,12599,3271,22651,17865,3910,5431,4375,1134,6842
12740,15547,21909,14441,10142,19135,5007,11851,14172,13219,21082
8829,22156,6064,15558,3887,8682,19998,18610,21581,148,15248
5451,13182,4923,8459,1500,19010,355,3943,13726,1108,11605
4129,13916,17230,8675,1838,9652,22854,15898,14731,10225,5499
11695,9901,7253,9684,18419,13192,15317,3322,16031,16711,12209
3342,1051,16523,22154,11601,8784,7353,1686,5287,9181,9676
5504,19448,12319,22616,13422,5057,7653,13225,16175,11588,471
11792,10236,20498,13484,3641,22603,4915,5096,21392,18519,7347
9410,431,9844,20870,4473,9036,8128,20704,22765,7211,9559
11239,11535,9861,5510,8984,8449,7325,18618,14644,1976,3172
14094,19634,20654,3916,22008,3102,9766,2880,15949,18611,17216
2415,3342,22154,15528,19130,18342,5287,19217,2482,8784,3155
17275,22716,2433,8008,7187,22398,17369,3995,4985,5817,4000
10436,1325,15441,3127,3909,20645,8876,4732,22527,3460,2746
18324,14611,9363,2234,3714,14833,15545,15740,22753,4355,13802
14267,22987,21149,1328,17817,18169,21254,4900,22505,9981,8636
9972,10363,12088,6806,273,21936,4714,17078,4136,18172,8327
16255,1823,22395,23007,11666,7338,16654,19000,18995,22214,19268
14804,4029,18976,11856,13226,20096,14549,3004,14768,10387,6790
924,8760,6552,12517,4012,7417,12705,16123,10729,13431,20947
15046,8286,8433,8709,20368,4010,12829,13467,8923,3066,14056
14420,3447,2473,937,5961,13700,3932,16804,843,19650,22617
12955,9194,6705,21101,12500,2936,19360,17514,16985,1596,6556
18396,4234,22424,19757,20033,3541,15820,11187,18720,6033,9201
15573,14927,10866,9413,22672,10116,10198,4235,18181,19738,11830
6886,17345,16093,13311,8906,9110,3897,6869,4446,12040,3784
576,18742,12571,16634,19121,17937,20521,12869,13407,3492,2542
11266,18794,14628,20233,6481,3500,10488,19144,2861,12469,15967
18017,6508,6234,9711,2427,3239,37,20899,17767,1919,2930
22685,1013,7808,13398,13876,1821,19528,14708,4751,2420,22961
9273,11111,12023,18954,6224,22758,15115,7432,6607,11227,371
18899,367,17505,22866,1914,18155,16726,1908,1555,5293,13213
8433,8709,20368,8286,8923,13467,12829,15204,17268,4548,925
5470,4768,12648,20679,19476,6242,8552,19513,3073,16586,10150
8414,9952,14481,23027,22747,21536,10720,14042,17774,14626,19410
19417,13367,8785,6516,11150,12504,20237,5703,3922,2825,23038
8829,19998,21700,6140,15558,15248,3887,13682,12019,18610,22156
11813,7496,22833,4997,9958,18007,6554,7422,7592,11000,18232
12812,21408,6266,3129,138,18632,9220,13555,17793,1169,18683
14934,18889,22449,7996,8044,384,11373,15433,4361,10508,2781
19025,19119,19093,1413,5333,19272,7065,6679,11482,117,7342
9302,3872,20569,4700,11305,7341,13242,6973,16252,23130,16857
9639,14967,14221,10404,4879,21244,17780,18835,495,18684,6368
